StarNumber	20r	20i	20r-20i	E	22r	22i	22r-22i	mean r-i	22b	22v	22b-22v	M	20b	20v	20b-20v	Q	catalogue v	catalogue b-v	catalogue b	U	catalogue v - 22v	catalogue v - 20v	X	catalogue b - 22b	catalogue b - 20b	22v-20v
1829																										
1830	16.939	14.307	2.6317			14.792		2.6317					18.683													
1831	15.448	15.127	0.32048		15.602	15.064	0.53863	0.42956	18.061	15.894	2.1669		16.978	16.575	0.40296											-0.68118
1832	15.625	14.319	1.3064		15.773	14.698	1.0748	1.1906	18.135	16.966	1.1695			17.242												-0.2768
1833	15.586	14.501	1.0845		16.247	14.779	1.4681	1.2763	17.756	18.237	-0.48011		18.119	17.156	0.96243											1.0801
1834	17.494	14.55	2.9437			15.057		2.9437	17.344					23.68												
1835	18.441	14.438	4.0025			14.522		4.0025					19.803													
1836																										
1837										17.973																
1838	16.111	15.77	0.34075		16.085			0.34075	16.905	16.605	0.30017		19.301	17.007	2.2947											-0.40175
1839	16.671					14.891							18.185													
1840	15.699	15.431	0.26791		15.93	15.33	0.60073	0.43432	17.327	16.505	0.82122		16.964	16.459	0.50501											0.046488
1841	17.362	14.379	2.9836			13.394		2.9836	19.354	14.76	4.5944			23.437												-8.6772
1842	15.46	14.579	0.88042		15.329	14.814	0.51484	0.69763	17.614	16.156	1.4583		17.551	16.37	1.1803											-0.21432
1843	15.554					15.069			18.369	16.828	1.5412		18.468	16.357	2.1116											0.47125
1844	15.804	15.228	0.57628		15.616	15.137	0.47886	0.52757	17.559	16.62	0.93944		17.61	18.332	-0.72171											-1.7123
1845	15.901	14.825	1.0765		16.373	15.074	1.2991	1.1878	19.407	18.656	0.75105			16.978												1.6786
1846	15.769	14.389	1.3801		16.358	14.879	1.4789	1.4295					17.523	17.892	-0.36903											
1847																										
1848	15.474	14.836	0.63713		15.658	14.998	0.66012	0.64862	16.535	15.922	0.61338		18.007	16.146	1.8613											-0.22417
1849	15.417	14.803	0.6143		15.663	15.001	0.66129	0.6378	16.467	16.096	0.37174		17.701	16.309	1.3919											-0.21337
1850	16.223	14.399	1.8246		16.438	14.561	1.8772	1.8509		16.811			17.444	18.436	-0.99235											-1.6249
1851		15.014				14.989																				
1852					15.492																					
1853	15.589	14.851	0.73753		16.399	15.248	1.1511	0.94432	16.912	16.644	0.26807		17.272	16.426	0.84622											0.21831
1854																										
1855	16.103	14.663	1.4405		15.976	14.929	1.0469	1.2437	17.862	16.844	1.0178		20.098	17.788	2.3093											-0.94437
1856	17.848	14.239	3.6089			14.608		3.6089	17.873				18.821													
1857	15.751	14.761	0.99025		16.182	14.929	1.2531	1.1217	17.623	17.785	-0.16149		17.955	19.087	-1.1327											-1.3027
1858						15.629																				
1859		14.275				14.524			20.132																	
1860																										
1861																										
1862	16.688	14.707	1.981		16.248			1.981																		
1863	16.908	14.036	2.8718			14.378		2.8718																		
1864	16.481	14.33	2.1515		16.4	14.46	1.9404	2.046		18.078				18.423												-0.34508
1865	15.756	14.057	1.6991		15.533	14.088	1.4444	1.5718	21.236	16.977	4.2593			17.128												-0.15118
1866	16.51	14.611	1.8995			14.51		1.8995																		
1867																										
1868	16.825	14.065	2.7601			14.453		2.7601						18.211												
1869																										
1870	15.372	14.494	0.87787		16.045	14.881	1.1636	1.0208	20.781	15.934	4.8469		21.3	16.605	4.6942											-0.6712
1871	18.114	14.251	3.8631			14.373		3.8631																		
1872	18.325	14.761	3.5636		16.716	15.396	1.3208	2.4422						18.684												
1873	16.218	14.704	1.5141		16.47	14.736	1.7349	1.6245																		
1874	15.448	15.099	0.34899		15.533	15.866	-0.33373	0.0076284	17.346	16.666	0.67985		17.32	16.202	1.1183											0.46397
1875																										
1876	16.097	14.413	1.6834		16.461	14.748	1.7128	1.6981	19.482	19.016	0.46635			17.371												1.6447
1877	16.001	14.407	1.5942		16.051	14.501	1.5502	1.5722	18.929	17.481	1.448		19.98	17.253	2.7268											0.22829
1878	15.98	14.863	1.1175		15.758	14.965	0.79283	0.95515	17.354	16.953	0.40108		18.015	17.938	0.076077											-0.98571
1879	16.349	14.328	2.0207			15.195		2.0207					18.696	17.244	1.4521											
1880	15.935	14.493	1.4421		16.474	14.626	1.8483	1.6452	17.74	17.469	0.27017		19.271	19.435	-0.16381											-1.9653
1881	15.966	15.147	0.81848		16.16	15.689	0.47116	0.64482	17.403	16.308	1.0956		17.487	16.288	1.1992											0.01926
1882																										
1883	15.661	14.935	0.72625		15.768	15.271	0.49751	0.61188	17.664	16.591	1.0724		18.031	16.798	1.2333											-0.20642
1884	15.557					15.123			18.125	16.691	1.4335															
1885																										
1886	16.732	14.897	1.8344		16.153	14.854	1.299	1.5667	20.508	17.924	2.5845															
1887	17.303	15.309	1.9948			15.621		1.9948	19.797	17.577	2.2199			17.062												0.51465
1888	16.028	14.166	1.8618		15.898	14.32	1.5786	1.7202	17.724				18.466	17.051	1.4145											
1889																										
1890	17.433	14.318	3.1153		16.119	14.449	1.6701	2.3927		18.635																
1891	17.763	14.459	3.3039			14.707		3.3039	21.851					18.358												
1892	15.883	15.034	0.84923		15.886	15.406	0.47938	0.6643	17.517	16.261	1.2556		17.769	16.59	1.179											-0.32882
1893	16.908	14.217	2.691			14.505		2.691	20.956					22.353												
1894	15.547	14.702	0.8451		15.857	15.205	0.65214	0.74862	17.109	17.082	0.027227		17.355	16.841	0.5137											0.24044
1895	15.461	15.071	0.38947		15.648			0.38947	17.271	20.039	-2.7682		18.48	16.254	2.226											3.7852
1896	16.443	14.222	2.2212		15.992	14.516	1.4765	1.8489					19.693	18.403	1.2894											
1897	16.701	14.492	2.2096			14.96		2.2096						18.631												
1898																										
1899		13.652											17.074	15.826	1.2481											
1900	16.164	14.824	1.3403		16.279	15.061	1.2175	1.2789	20.066	17.687	2.3793			18.99												-1.3037
1901	16.833	14.818	2.0153			15.233		2.0153	19.95	19.809	0.14121		18.42	18.163	0.25722											1.6463
1902	16.137	14.434	1.7032		15.867	14.601	1.2666	1.4849	17.706	17.46	0.24546		21.069													
1903	16.45	14.297	2.153		16.385	14.48	1.9052	2.0291	17.672					17.146												
1904	15.88	15.271	0.60891		15.883	15.577	0.30601	0.45746	17.7	16.657	1.043		19.599	16.634	2.9644											0.022511
1905																										
1906	15.714	15.592	0.12198		15.591	15.044	0.54739	0.33468	17.394	16.243	1.1513		17.508	16.514	0.99474											-0.27081
1907	15.561	15.036	0.5246		15.761	15.241	0.52016	0.52238	17.814	16.064	1.7496		17.602	16.375	1.2272											-0.31046
1908	16.476	14.07	2.4052		15.644			2.4052																		
1909																										
1910	18.505	14.186	4.3183			14.542		4.3183	18.668	18.6	0.068024		19.834													
1911	15.952	14.241	1.7119		16.313	14.36	1.9526	1.8323		17.416																
1912																										
1913																										
1914						15.299				17.847																
1915	19.399	14.368	5.0313			14.261		5.0313																		
1916																										
1917	15.759	14.045	1.7147		16.263	14.337	1.9256	1.8201	17.074	18.744	-1.6698			18.422												0.32199
1918																										
1919	15.162	14.81	0.3527		15.54	15.488	0.051919	0.20231	18.174	16.226	1.9478		17.35	16.219	1.1311											0.007843
1920	15.762	14.805	0.95713		15.947	14.892	1.0552	1.0062	19.988	16.29	3.6986		17.999	16.827	1.172											-0.53699
1921	16.154	14.531	1.6226		16.033	14.574	1.4594	1.541		17.68				19.028												-1.3481
1922	16.109	14.873	1.2354		16.499	14.919	1.5793	1.4073		18.453			18.899	20.419	-1.5201											-1.9657
1923																										
1924	15.375	14.69	0.68507		15.605	14.891	0.71416	0.69961	17.404	16.272	1.1317		18.938	16.064	2.8733											0.20794
1925	16.543	14.219	2.3237			14.33		2.3237		17.208			17.201	18.437	-1.2367											-1.2291
1926	15.883	15.133	0.75036		16.519	15.533	0.98595	0.86815						17.073												
1927	16.862	14.77	2.0922			14.712		2.0922	18.915	16.981	1.9335			19.734												-2.7527
1928		14.511				14.772																				
1929	16.066	14.71	1.3562			14.829		1.3562																		
1930	15.936	14.227	1.7091					1.7091					17.9													
1931																										
1932	16.135	14.753	1.3819		16.12	15.202	0.9181	1.15		17.308				18.195												-0.88678
1933	16.123	14.271	1.8517		16.013	14.446	1.5679	1.7098	20.62	17.661	2.959		18.697	17.717	0.98058											-0.055727
1934	15.824	15.444	0.37977		15.967	15.667	0.30008	0.33993		17.115			17.811	16.924	0.8876											0.19168
1935	17.266	14.203	3.0631		16.63	14.584	2.0462	2.5547	17.132																	
1936	16.407	14.522	1.8847		16.65	14.746	1.9041	1.8944																		
1937																										
1938	15.703	15.086	0.61769		15.942	15.148	0.79335	0.70552	18.001	16.498	1.5028		18.607	17.037	1.5694											-0.53887
1939	15.553	14.45	1.1028			15.045		1.1028	18.489	16.914	1.5749		17.594	16.607	0.98746											0.30732
1940																										
1941	17.221	14.408	2.8136			14.626		2.8136	18.915	17.276	1.6388			18.598												-1.3222
1942	15.858	14.078	1.7795		15.591	14.132	1.4582	1.6188		16.552				18.71												-2.1577
1943					16.084	15.21	0.87335	0.87335	18.323	15.817	2.5063		13.799													
1944	17.022	14.41	2.6125			14.699		2.6125		17.454			18.288	17.47	0.81857											-0.015575
1945	15.886	14.305	1.5808					1.5808																		
1946	15.658	15.187	0.47083		16.173	15.579	0.59384	0.53233	18.01	16.089	1.9211		17.686	16.637	1.0487											-0.54755
1947																										
1948	16.375	14.488	1.8872		16.321	14.696	1.6245	1.7559	18.717	17.267	1.45		17.497	17.898	-0.40097											-0.63009
1949																										
1950																										
1951		14.174				14.378																				
1952	15.696	15.698	-0.0016422		15.964	15.965	-0.00072861	-0.0011854	17.983	17.319	0.66447		18.056	16.449	1.6077											0.87025
1953	17.116	15.018	2.0986		16.094	15.292	0.80148	1.45		18.525																
1954	16.453	14.231	2.2212		16.384	14.44	1.9444	2.0828		18.925																
1955	15.669	15.071	0.59747		15.967	15.913	0.053203	0.32533	17.046	18.163	-1.1165		17.227	16.957	0.26946											1.2054
1956	15.075	14.438	0.63679		16.05	14.739	1.3109	0.97385	18.354	17.866	0.4876		18.464	17.045	1.4195											0.82119
1957	17.104	14.514	2.5896			14.804		2.5896	18.657																	
1958	16.795	14.206	2.5889		16.308	14.226	2.0822	2.3356		17.483																
1959	15.461	13.974	1.4871			14.859		1.4871	17.8				16.913	16.268	0.64441											
1960	15.64	14.765	0.87441		15.722	14.786	0.93614	0.90527	18.339	16.285	2.054			16.708												-0.42345
1961	15.778	15.478	0.30023		16.449	15.679	0.76966	0.53494	19.213	17.751	1.4623		18.22	16.136	2.0831											1.6142
1962																										
1963	17.295	14.222	3.0736			14.589		3.0736		18.212																
1964	16.427	14.66	1.7667			15.217		1.7667	19.32	18.2	1.1193			17.34												0.86028
1965	16.163	15.491	0.67264					0.67264	18.234	19.389	-1.1555			16.647												2.7425
1966																										
1967	16.175					14.593				17.533			18.108	18.094	0.01417											-0.56114
1968	15.222	14.347	0.87527		15.282	14.738	0.54431	0.70979	16.437	16.037	0.39978		17.245	15.825	1.42											0.21184
1969	16.365	14.187	2.1785			14.375		2.1785		18.551			20.108	17.277	2.8317											1.274
1970																										
1971	17.518	14.552	2.9667		16.719	14.783	1.9358	2.4513	19.366																	
1972	18.06	14.294	3.7655			14.721		3.7655		17.566																
1973	16.852	14.162	2.6902		16.426	14.197	2.2291	2.4597	17.312	16.41	0.90134		16.689	17.368	-0.67889											-0.95793
1974																										
1975	15.861	14.327	1.5347		15.749			1.5347	19.364				21.31	18.206	3.1045											
1976	15.965	14.843	1.1222		16.322	15.096	1.2256	1.1739	19.24	17.977	1.2629		18.519	17.714	0.80492											0.26293
1977					16.133																					
1978	15.918	15.156	0.76228		16.42	15.642	0.77782	0.77005	18.625	17.529	1.0958		17.435	16.667	0.76766											0.86252
1979																										
1980	15.351	14.611	0.74065		15.468	14.755	0.71334	0.727	17.177	16.131	1.0455		17.178	15.814	1.3633											0.31684
1981																										
1982						15.016																				
1983																										
1984																										
1985																										
1986																										
1987	15.831	15.282	0.54954		15.928	15.81	0.11741	0.33348	19.738	16.387	3.3503		18.05	16.41	1.6401											-0.022814
1988	15.642	15.045	0.5962		15.943	14.978	0.96518	0.78069	19.009	16.482	2.5269		18.74	16.304	2.4356											0.17851
1989	16.001	14.88	1.1205		16.651	15.4	1.2509	1.1857	18.601	18.021	0.57999			17.362												0.65912
1990	16.76	14.523	2.2375			14.872		2.2375																		
1991																										
1992																										
1993	16.815	14.872	1.9427			15.278		1.9427	17.246																	
1994	18.585	14.832	3.7531			14.938		3.7531																		
1995																										
1996	16.206	15.413	0.79264		16.173	15.629	0.54479	0.66872	17.978	16.438	1.5399		18.602	16.68	1.9225											-0.24187
1997	17.439	14.745	2.694			15.486		2.694	18.797					18.53												
1998		15.244				15.591																				
1999																										
2000																										
2001	16.859	14.873	1.9853		16.495	14.957	1.5375	1.7614		17.09																
2002	16.414	14.428	1.9863		16.541	14.646	1.8958	1.9411	19.04	17.449	1.5909			19.653												-2.2032
2003	16.548	14.219	2.3287		16.724	14.718	2.0056	2.1671	18.45				17.655	17.664	-0.0090408											
2004	16.391	14.566	1.825			14.932		1.825					19.467	17.212	2.2551											
2005	16.403	15.385	1.0176			16.103		1.0176	16.535	17.204	-0.6686															
2006		14.426				14.907				18.873			20.042	20.09	-0.047771											-1.2164
2007	15.895	15.469	0.42636		15.935	15.188	0.74702	0.58669	18.329	16.553	1.776		18.199	17.414	0.78556											-0.86082
2008	16.195	14.608	1.5869		16.19	14.959	1.2306	1.4088	18.517	18.676	-0.15915		19.761	19.934	-0.17327											-1.2577
2009	16.197	14.604	1.5927			14.894		1.5927	21.513					18.069												
2010	16.894	14.934	1.9605			15.138		1.9605		18.032																
2011	17.018	14.561	2.4578			14.747		2.4578	17.911	18.659	-0.74764			19.616												-0.95684
2012																										
2013	17.008	14.458	2.55			14.968		2.55																		
2014	15.998	14.227	1.771		16.47	14.581	1.8895	1.8302		19.033				17.654												1.3799
2015																										
2016	15.85	14.605	1.2446		15.784			1.2446	17.68					16.982												
2017																										
2018																										
2019																										
2020																										
2021	17.545	14.941	2.604			14.898		2.604		19.068																
2022	16.091	14.261	1.8297		16.631	14.597	2.0339	1.9318	17.66	17.2	0.45968		18.662	18.206	0.4556											-1.0059
2023																										
2024	15.81	13.826	1.9844		16.1	14.032	2.0678	2.0261		18.074			17.163													
2025	15.516	15.42	0.095695		15.717	15.533	0.18338	0.13954	17.062	16.33	0.73201		17.16	16.142	1.0176											0.18806
2026	15.844				16.297	14.755	1.5418	1.5418	18.409					17.841												
2027	15.815	15.432	0.38291		15.864	15.187	0.67706	0.52998	17.544	15.87	1.6746		17.634	16.17	1.4635											-0.30052
2028																										
2029	16.409	15.384	1.0247		16.534	15.399	1.135	1.0798		16.996			18.495	17.284	1.2113											-0.28773
2030	16.321	14.434	1.887			14.332		1.887	19.303	16.893	2.4103		18.565	18.479	0.085606											-1.5862
2031	16.003	15.57	0.43302		15.876	15.625	0.25085	0.34194	17.637	16.254	1.3833		18.56	16.606	1.9535											-0.35266
2032																										
2033		14.868			16.627	14.848	1.7795	1.7795		17.998																
2034	15.94	14.342	1.598		16.558	14.816	1.7415	1.6698		18.084			17.821	17.303	0.51793											0.78097
2035																										
2036																										
2037																										
2038																										
2039																										
2040	16.237	15.56	0.67748		15.392	14.76	0.63134	0.65441	17.308	15.897	1.4116			18.835												-2.9388
2041	16.72	14.853	1.8672		16.621	14.658	1.9636	1.9154		19.776																
2042	16.359	15.137	1.2228		16.23	15.81	0.41953	0.82119		19.565			18.83	17.783	1.0469											1.7821
2043	15.385	14.895	0.48997		15.95	15.498	0.45207	0.47102	18.377	16.478	1.8989		17.207	16.236	0.97103											0.24179
2044	19.226	14.276	4.9499			14.619		4.9499					17.588													
2045	16.013	14.093	1.9203		16.608	14.432	2.1762	2.0482		17.131			21.237	19.178	2.0593											-2.0474
2046	16.732	14.598	2.1342			14.772		2.1342	19.378				18.145	18.891	-0.74676											
2047																										
2048	17.117	15.499	1.6175			15.028		1.6175		17.609																
2049	15.676	14.466	1.2108		15.836	14.792	1.0438	1.1273		17.038			19.087	17.338	1.749											-0.30056
2050	16.849	15.245	1.6043		16.45	14.919	1.5316	1.5679	17.798	17.09	0.70763		18.326													
2051	16.597	14.539	2.0572		16.116	14.819	1.2967	1.6769	17.321	17.254	0.066179			17.241												0.01339
2052	17.187	14.682	2.5045			14.954		2.5045	22.245					18.471												
2053	16.784	15.054	1.7294			14.991		1.7294		17.308																
2054	15.501					14.778			19.475	17.334	2.1409															
2055	16.492	14.787	1.7056			15.178		1.7056		18.766			20.864	18.402	2.4623											0.36334
2056	16.689	14.542	2.1471			14.867		2.1471																		
2057	15.891	14.324	1.5669		16.261	14.454	1.8066	1.6867		17.101			18.998	20.191	-1.1927											-3.09
2058	16.652	15.015	1.6364		16.684	14.932	1.752	1.6942						19.299												
2059	15.814					14.88			17.574	19.232	-1.6577															
2060																										
2061																										
2062	17.134	14.366	2.768			14.683		2.768	17.839	17.744	0.095747		18.338	17.166	1.1714											0.57743
2063																										
2064	15.256																									
2065					16.723																					
2066	16.48	15.691	0.78876			16.026		0.78876	18.423	17.631	0.79163		17.863	17.096	0.76726											0.53498
2067		15				15.248																				
2068	15.895	14.775	1.1193		15.976	15.312	0.66406	0.89168	17.488	17.501	-0.013582		17.6	17.128	0.47208											0.37327
2069	15.766	14.177	1.5889		16.098	14.359	1.7394	1.6641		18.717				17.968												0.74821
2070																										
2071	18.41	14.604	3.8063			14.705		3.8063																		
2072																										
2073	15.894	14.844	1.0502		16.124	15.564	0.55986	0.80502	18.099	17.487	0.61255			16.53												0.95683
2074																										
2075	16.676	15.622	1.0539		16.581	15.625	0.95573	1.0048	18.703	16.997	1.7065			18.079												-1.0822
2076	15.568	14.933	0.63494		16.273	15.284	0.98876	0.81185		17			15.971	16.429	-0.4582											0.57107
2077	15.897	15.522	0.3753		16.441	15.433	1.0075	0.6914	16.965	16.476	0.48867		17.761	16.974	0.78746											-0.49766
2078	17.183	14.475	2.7077			15.317		2.7077					17.664	17.385	0.27987											
2079																										
2080																										
2081	15.665	14.445	1.2201		16.239	14.832	1.4068	1.3134		17.127			17.926	16.913	1.0128											0.21348
2082																										
2083																										
2084	16.716	17.727	-1.0106					-1.0106	17.102	17.784	-0.68213															
2085	16.878	14.752	2.1266			15.097		2.1266	18.408					17.974												
2086	16.648	14.575	2.0727			14.922		2.0727					18.549	18.265	0.28322											
2087	16.086	15.615	0.47077		16.292	16.022	0.26946	0.37012	16.759	16.683	0.076277		18.304	16.663	1.6409											0.019739
2088	15.72	14.464	1.2554			15.425		1.2554					20.009													
2089	16.044	14.819	1.2255		16.136	15.902	0.23343	0.72948	18.394	18.625	-0.23141			16.946												1.6792
2090	15.945	15.251	0.6943		16.345	15.479	0.86656	0.78043	17.288	16.731	0.55692		18.252	16.372	1.8801											0.35898
2091	16.507	14.783	1.7249		16.042	14.529	1.513	1.6189		16.546			18.29	17.266	1.0235											-0.72057
2092	16.331								18.018																	
2093																										
2094	16.355	14.759	1.5963		16.636	14.895	1.7405	1.6684	16.867	16.578	0.28986		17.593	17.558	0.034893											-0.98024
2095																										
2096																										
2097	18.69	15.869	2.8208			16.048		2.8208																		
2098	16.743	15.905	0.83847		16.315	15.82	0.49542	0.66694		16.904				18.248												-1.3443
2099	16.598	15.314	1.2842			15.254		1.2842																		
2100	16.549	14.869	1.6794		16.532	14.992	1.5405	1.61		17.5			18.17	17.83	0.3402											-0.32945
2101																										
2102	15.585	14.9	0.68595		16.013	16.204	-0.19022	0.24786	17.642	17.33	0.31191		20.795	16.422	4.3733											0.90823
2103	16.937	15.176	1.76		16.457	15.314	1.1423	1.4512		19.717				18.49												1.227
2104	15.725	14.769	0.95601		15.9	15.435	0.46489	0.71045	18.525	16.178	2.3471		18.39	16.525	1.8647											-0.3471
2105																										
2106																										
2107	16.602	14.112	2.4898			14.407		2.4898					17.658													
2108	16.709					15.068			18.98	17.615	1.3658		17.731	17.349	0.38236											0.26558
2109	16.78	14.359	2.4208					2.4208																		
2110		15.144											18.827	18.177	0.64941											
2111	15.622	13.957	1.6658		15.723	14.017	1.7061	1.6859		17.807				17.317												0.4898
2112																										
2113	16.646	14.717	1.9295		16.427	15.031	1.3957	1.6626	19.045	19.659	-0.61333															
2114	16.45	15.117	1.3337			15.327		1.3337	18.953	20.183	-1.2299															
2115	16.011	14.456	1.5544		16.202	14.683	1.5189	1.5367	18.647					17.649												
2116	16.902	15.019	1.8836			15.661		1.8836																		
2117	15.888	15.178	0.71011		16.046	15.014	1.0319	0.87102		16.212				17.456												-1.2436
2118																										
2119	20.904	14.984	5.9197			15.156		5.9197																		
2120	16.23	14.886	1.3447			14.969		1.3447		17.293				17.606												-0.31343
2121	18.571					15.735																				
2122		14.981				15.004																				
2123		14.595				15.002			19.733																	
2124																										
2125	16.015	14.566	1.4494		16.543	14.802	1.7408	1.5951						18.326												
2126	16.556	15.258	1.2978		16.507			1.2978	18.093					17.531												
2127	17.955	14.982	2.9734			15.142		2.9734		19.675																
2128	16.792	14.458	2.3342			14.666		2.3342						19.367												
2129																										
2130	16.35	14.819	1.5309			15.899		1.5309					17.908	17.515	0.39339											
2131	15.913	14.602	1.311		16.035	14.707	1.3278	1.3194		16.832			18.272	17.955	0.31679											-1.1225
2132		11.942				14.79				18.012			14.239	13.422	0.81783											4.5908
2133	16.224	14.737	1.4873			14.902		1.4873	17.569	19.002	-1.4327			17.636												1.3662
2134																										
2135	16.201	14.263	1.9376		16.429	14.141	2.2878	2.1127	18.264	15.772	2.4923		18.27													
2136	14.966	14.396	0.56968		15.203	14.058	1.1455	0.85761	17.155	15.276	1.8788		16.758	15.769	0.98911											-0.49267
2137	16.183	15.388	0.79481		16.403	15.561	0.84167	0.81824		17.425				17.727												-0.30231
2138	16.719	14.275	2.4444					2.4444					22.056	17.929	4.1273											
2139	16.326	15.63	0.69633		16.344	16.101	0.24279	0.46956	16.662	17.757	-1.0949		18.498	16.794	1.7042											0.9626
2140	18.787	15.122	3.6644			15.735		3.6644						18.415												
2141	15.821	14.687	1.1342			15.218		1.1342		20.202			17.96	16.915	1.0454											3.2871
2142	15.798	15.215	0.58286		15.892	15.839	0.053065	0.31796		17.187				17.611												-0.42437
2143																										
2144	17.29	14.607	2.6833			15.061		2.6833		18.277			18.488	18.305	0.18328											-0.027845
2145																										
2146	16.411	14.579	1.8321			15.21		1.8321																		
2147	16.165	14.427	1.7379			14.874		1.7379	17.62	18.299	-0.67876		19.652													
2148	16.255	14.562	1.693		16.421	14.954	1.4671	1.58					17.647	17.046	0.60097											
2149	15.707	14.477	1.2303		16.18	14.448	1.7327	1.4815	17.57	16.713	0.85677		18.067	17.431	0.63538											-0.71828
2150	17.09	14.894	2.1958			15.233		2.1958	20.267				19.324													
2151	17.43	14.755	2.6755		16.471	14.778	1.6928	2.1841	17.305	17.561	-0.25651		19.298	17.849	1.4489											-0.28765
2152	18.726	14.593	4.1321			14.894		4.1321																		
2153	16.766	14.449	2.317		16.586	14.612	1.9742	2.1456																		
2154																										
2155	15.16	14.23	0.93066		15.298	14.498	0.79963	0.86514	17.744	16.164	1.58		17.938	16.476	1.4613											-0.31277
2156	15.618	14.857	0.7609		16.225	15.353	0.87226	0.81658		17.404			17.92	17.854	0.066685											-0.44917
2157	15.61	15.124	0.486		16.477	15.699	0.77757	0.63178	18.581	16.499	2.0814		18.501	16.303	2.1981											0.19589
2158																										
2159	16.636	14.362	2.2745			14.974		2.2745	18.36					17.952												
2160																										
2161																										
2162	17.128	14.845	2.2836			15.369		2.2836					19.198													
2163																										
2164	19.463	15.118	4.3448			15.445		4.3448																		
2165	15.646	14.703	0.94287		16.154	15.054	1.0998	1.0213	18.798	16.858	1.9404		18.402	16.924	1.4779											-0.066271
2166		16.072				16.144																				
2167	16.819	14.542	2.2776			14.855		2.2776						17.317												
2168	16.098	14.076	2.0222			15.209		2.0222		17.806			19.39	16.874	2.5162											0.9317
2169	16.755	14.828	1.9269		16.694	14.8	1.8947	1.9108	20.653																	
2170	15.399	14.505	0.89413		15.575	14.562	1.0126	0.95336	17.832	16.418	1.414		17.999	16.533	1.466											-0.11453
2171	16.515	14.904	1.6115		16.59	15.423	1.1668	1.3892		18.449			20.38	20.792	-0.41178											-2.3428
2172	16.179	16.032	0.1468		15.772	15.573	0.19836	0.17258	16.698	15.944	0.75401		17.696	16.766	0.92985											-0.82193
2173																										
2174	16.257	14.482	1.7745			15.157		1.7745					18.751	19.663	-0.91205											
2175	15.823	14.702	1.121		16.298	15.259	1.0392	1.0801	17.513	20.349	-2.836		21.525	17.416	4.1081											2.9326
2176																										
2177																										
2178	17.123	15.427	1.6962		16.725	15.279	1.4458	1.571	20.715	17.645	3.0701			22.858												-5.2132
2179	17.915	15.007	2.9079			15.969		2.9079	23.397					22.796												
2180																										
2181																										
2182	17.191					15.523								21.395												
2183					16.032					18.009																
2184	15.578	15.06	0.51732		15.706	14.969	0.73777	0.62755		16.308			18.172	16.501	1.6717											-0.19262
2185	15.839	14.121	1.7185		16.123	14.388	1.7359	1.7272		17.514				16.798												0.71646
2186	15.981	15.149	0.8322		16.57			0.8322	17.793	18.136	-0.34297			17.342												0.7936
2187	17.821	15.089	2.7326			15.443		2.7326																		
2188	16.113	14.749	1.3647					1.3647																		
2189	16.31	15.391	0.91863		16.467	15.842	0.62562	0.77213		17.399			17.617	16.923	0.69463											0.47598
2190	16.868	14.576	2.2915			14.853		2.2915					19.172													
2191	18.148	14.831	3.3167			14.791		3.3167		18.15																
2192	15.969	14.79	1.1786					1.1786						17.336												
2193																										
2194	17.838	14.464	3.3749			14.671		3.3749	17.987	17.618	0.36954		19.05	19.04	0.01025											-1.422
2195																										
2196	16.132	14.951	1.1816		15.707	14.796	0.91098	1.0463	16.942	15.873	1.0685		17.613	16.386	1.2271											-0.51219
2197	15.761	13.971	1.79		16.411	14.461	1.9502	1.8701					19.671	18.417	1.2534											
2198	16.892	14.567	2.325			14.836		2.325																		
2199																										
2200	15.483	14.68	0.80241		15.785	14.91	0.87508	0.83874		17.06			17.766	16.498	1.2681											0.5624
2201																										
2202	16.751	14.629	2.1214			15.025		2.1214	18.485																	
2203	16.613	14.351	2.2621		16.521	14.541	1.9796	2.1209	18.177				19.253	17.275	1.9777											
2204																										
2205	16.023	14.411	1.6121		16.335	16.009	0.32618	0.96915	16.92	17.851	-0.93139		17.331	16.931	0.39963											0.92011
2206	18.548	15.267	3.2813			14.989		3.2813																		
2207	15.778	15.091	0.68776		16.284	15.364	0.92047	0.80411		16.244			16.915	16.53	0.38505											-0.28571
2208	17.143	14.631	2.5118			15.223		2.5118	19.197	19.722	-0.52475			17.484												2.2379
2209																										
2210	15.972	15.674	0.29836			15.02		0.29836	17.275	16.116	1.1592		17.221	17.047	0.17468											-0.93078
2211	16.04	14.662	1.3784		16.044	15.276	0.7678	1.0731						17.574												
2212	16.368	15.161	1.2071		15.597	15.239	0.35744	0.78226	18.821	18.26	0.56116															
2213	17.463	14.713	2.7508			15.296		2.7508					17.497	17.883	-0.38579											
2214																										
2215		19.055							17.958																	
2216	20.945	14.59	6.3553			14.769		6.3553		21.733																
2217	19.643	14.884	4.7586			15.116		4.7586	19.493					19.399												
2218																										
2219	16.525	14.541	1.9848			14.699		1.9848		18.623																
2220										17.397																
2221	16.574	14.875	1.6995			15.201		1.6995					18.418	16.88	1.538											
2222	16.32	15.305	1.0147		16.311	15.938	0.37249	0.6936	17.31	16.735	0.57514		17.638	17.068	0.57065											-0.33291
2223																										
2224																										
2225																										
2226	15.915	15.715	0.20009		15.751			0.20009	17.413	16.993	0.41971		18.044	16.454	1.5894											0.53876
2227	17.002	15.27	1.7311			15.176		1.7311																		
2228	15.737	14.27	1.4675		15.664	14.747	0.91737	1.1925	17.819	16.924	0.89467		17.69	17.394	0.29556											-0.47043
2229					16.253					17.796																
